timestamp,ontario_demand_mw,predicted_demand_mw,baseline_demand_mw,lower_90_mw,upper_90_mw,absolute_error_mw
2026-05-31 18:00:00,16721,15991.989608466985,15966.0,14894.55080026926,17553.941170807127,729.0103915330146
2026-05-31 19:00:00,16657,15698.833716422263,15764.0,14601.394908224538,17260.785278762407,958.166283577737
2026-05-31 20:00:00,16314,15568.071104097815,15689.0,14470.63229590009,17130.02266643796,745.9288959021851
2026-05-31 21:00:00,15511,14620.742030516365,14828.0,13523.30322231864,16182.693592856509,890.257969483635
2026-05-31 22:00:00,14488,13849.511601183893,14116.0,12752.072792986168,15411.463163524037,638.4883988161073
2026-05-31 23:00:00,13570,12992.120263565404,13517.0,11894.68145536768,14554.071825905548,577.8797364345955
2026-06-01 00:00:00,12881,12863.117641863377,13036.0,11765.678833665652,14425.06920420352,17.882358136623225
2026-06-01 01:00:00,12695,12551.840579529318,12730.0,11454.401771331593,14113.792141869462,143.15942047068165
2026-06-01 02:00:00,12534,12421.31469109285,12971.0,11323.875882895125,13983.266253432994,112.6853089071501
2026-06-01 03:00:00,12510,12376.62806040452,13029.0,11279.189252206796,13938.579622744664,133.3719395954795
2026-06-01 04:00:00,12849,12706.721680911507,13404.0,11609.282872713782,14268.673243251651,142.27831908849294
