date,average_demand_mw,peak_demand_mw,minimum_demand_mw,total_energy_gwh,hour_of_day,load_factor
2024-01-11,17540.666666666668,19547,14635,420.976,17,0.8973585034361625
2024-01-12,17505.375,19530,14916,420.129,17,0.8963325652841782
2024-01-13,16716.291666666668,18991,14298,401.191,17,0.8802217717164271
2024-01-14,16938.916666666668,19676,14475,406.534,17,0.8608922884055026
2024-01-15,18402.25,20880,15437,441.654,17,0.8813338122605364
2024-01-16,18682.041666666668,20714,15954,448.369,18,0.9019041067233112
2024-01-17,18633.541666666668,20348,16307,447.205,18,0.9157431524801783
2024-01-18,18646.541666666668,20440,16032,447.517,17,0.9122574200913243
2024-01-19,18653.625,20626,15734,447.687,17,0.904374333365655
2024-01-20,18328.375,20226,16411,439.881,17,0.9061789281123307
2024-01-21,17404.458333333332,19544,15871,417.707,17,0.8905269306863146
2024-01-22,18169.833333333332,20368,15321,436.076,17,0.892077441738675
2024-01-23,18079.833333333332,19925,15518,433.916,17,0.9073943956503554
2024-01-24,17867.958333333332,20006,15219,428.831,17,0.8931299776733646
2024-01-25,17165.5,19021,14693,411.972,17,0.9024499237684664
2024-01-26,17133.5,18870,14302,411.204,17,0.907975622681505
2024-01-27,16115.416666666666,17825,13950,386.77,17,0.9040906965871902
2024-01-28,16030.958333333334,18336,13527,384.743,17,0.8742887398196626
2024-01-29,16974.708333333332,18978,14206,407.393,18,0.8944413707099448
2024-01-30,17365.625,19401,14354,416.775,17,0.8950891706613061
2024-01-31,16972.166666666668,18914,14603,407.332,17,0.8973335448168905
2024-02-01,16814.958333333332,18867,14200,403.559,17,0.891236462253317
2024-02-02,16706.333333333332,18869,14035,400.952,18,0.8853851997102831
2024-02-03,16092.833333333334,18257,14537,386.228,18,0.8814609921308723
2024-02-04,15766.75,18154,14193,378.402,18,0.868500055084279
2024-02-05,16936.375,19030,14121,406.473,18,0.8899829217025749
2024-02-06,16667.833333333332,18983,14867,400.028,18,0.8780400007023828
2024-02-07,16792.041666666668,18692,14653,403.009,18,0.8983544653684287
2024-02-08,16188.75,17677,14250,388.53,17,0.9158086779430898
2024-02-09,15519.25,17057,13698,372.462,18,0.9098463973735124
2024-02-10,14842.166666666666,17264,12854,356.212,18,0.8597177170219339
2024-02-11,15743.875,18114,13440,377.853,18,0.869155073423871
2024-02-12,16682.333333333332,18660,13979,400.376,18,0.8940157198999642
2024-02-13,17091.416666666668,19130,14637,410.194,18,0.8934352674682001
2024-02-14,17227.958333333332,19343,15270,413.471,18,0.8906559651208877
2024-02-15,17576.083333333332,19256,15059,421.826,17,0.9127587937958731
2024-02-16,17644.708333333332,19703,14958,423.473,18,0.8955340980222978
2024-02-17,16754.916666666668,18925,14767,402.118,18,0.8853324526640247
2024-02-18,16471.125,18221,14795,395.307,18,0.9039638329400143
2024-02-19,16410.25,18745,15075,393.846,18,0.8754467858095493
2024-02-20,16893.041666666668,18693,14835,405.433,19,0.9037094990994847
2024-02-21,16398.375,18195,14845,393.561,18,0.9012572135201978
2024-02-22,16274.708333333334,17991,13799,390.593,19,0.9046027643451355
2024-02-23,16168.75,18339,14063,388.05,19,0.8816593053056329
2024-02-24,16374.458333333334,18647,15108,392.987,18,0.8781282958831627
2024-02-25,15532.333333333334,17713,14518,372.776,18,0.8768889139803158
2024-02-26,15758.666666666666,17676,14010,378.208,18,0.8915290035452967
2024-02-27,15586.5,17138,13656,374.076,17,0.9094701832185786
2024-02-28,16210.125,18829,13101,389.043,19,0.8609126878750863
2024-02-29,17422.041666666668,19612,15318,418.129,18,0.8883357978108641
2024-03-01,16374.833333333334,17894,15020,392.996,8,0.915101896352595
2024-03-02,15565.708333333334,17193,13774,373.577,18,0.9053514996413269
2024-03-03,14923.041666666666,16937,12936,358.153,18,0.8810912007242526
2024-03-04,15001.833333333334,16833,13192,360.044,18,0.8912156676369829
2024-03-05,15115.666666666666,17165,12721,362.776,17,0.8806097679386348
2024-03-06,15679.25,17421,13204,376.302,18,0.900020090695138
2024-03-07,15102.5,17054,13623,362.46,19,0.885569367890231
2024-03-08,15156.625,16963,13333,363.759,18,0.8935108766138066
2024-03-09,14939.5,16802,12702,358.548,17,0.8891501011784312
2024-03-10,15301.25,17546,13034,367.23,18,0.8720648580873134
2024-03-11,15484.041666666666,17356,13954,371.617,7,0.8921434470308058
2024-03-12,14839.375,16605,13393,356.145,7,0.8936690755796447
2024-03-13,14559.041666666666,16389,12704,349.417,18,0.8883422824252039
2024-03-14,15498.541666666666,17277,12873,371.965,18,0.8970620863961721
2024-03-15,15249.875,16806,13212,365.997,8,0.9074065809829822
2024-03-16,14699.208333333334,16202,13205,352.781,17,0.9072465333497922
2024-03-17,14670.791666666666,16777,12867,352.099,19,0.8744585841727762
2024-03-18,16543.625,18365,13437,397.047,16,0.9008235774571195
2024-03-19,16688.75,18707,14135,400.53,18,0.8921125781792911
2024-03-20,16438.291666666668,18527,14131,394.519,19,0.8872613842859971
2024-03-21,17015.916666666668,18813,15128,408.382,19,0.9044765144669467
2024-03-22,17480.666666666668,18730,15314,419.536,8,0.9332977398113544
2024-03-23,15876.166666666666,17365,14627,381.028,19,0.9142624052212304
2024-03-24,15180.666666666666,17208,14104,364.336,19,0.8821865798853247
2024-03-25,15607.375,17212,13992,374.577,7,0.9067728910062747
2024-03-26,15885.833333333334,17338,13413,381.26,16,0.9162437036182567
2024-03-27,15666.583333333334,17457,13370,375.998,18,0.8974384678543469
2024-03-28,15055.333333333334,16817,13773,361.328,6,0.8952448910824364
2024-03-29,14353.083333333334,15987,13084,344.474,19,0.8977971685327663
2024-03-30,14433.166666666666,15789,13233,346.396,16,0.9141279793949374
2024-03-31,14126.333333333334,15635,12873,339.032,19,0.9035070887965037
2024-04-01,14790.083333333334,16626,13144,354.962,19,0.8895755643770801
2024-04-02,15463.5,17217,12973,371.124,18,0.8981529883254923
2024-04-03,16164.583333333334,17774,13233,387.95,18,0.9094510708525562
2024-04-04,16317.0,17958,13998,391.608,19,0.9086201135983962
2024-04-05,15534.25,17003,13894,372.822,7,0.9136181850261719
2024-04-06,13818.125,15491,13048,331.635,19,0.8920098767026015
2024-04-07,13233.375,15074,12470,317.601,19,0.8778940559904471
2024-04-08,14622.291666666666,16310,12104,350.935,19,0.8965230942162272
2024-04-09,14211.791666666666,16217,12579,341.083,19,0.8763514624570923
2024-04-10,14107.166666666666,15666,12279,338.572,19,0.9004957657772671
2024-04-11,14972.625,16625,11909,359.343,16,0.900609022556391
2024-04-12,14771.208333333334,16189,12270,354.509,10,0.9124225297012375
2024-04-13,13739.041666666666,15183,12276,329.737,19,0.9048963753320599
2024-04-14,13524.708333333334,15197,11643,324.593,19,0.8899590928034042
2024-04-15,14182.958333333334,15971,12176,340.391,19,0.8880444764468933
2024-04-16,14142.625,16088,12281,339.423,19,0.8790791272998508
2024-04-17,14968.708333333334,16635,12235,359.249,17,0.899832181144174
2024-04-18,15055.375,16388,12658,361.329,19,0.9186828777154015
2024-04-19,14730.166666666666,16332,12727,353.524,7,0.901920564944077
2024-04-20,14070.958333333334,15579,12096,337.703,19,0.9032003551789803
2024-04-21,13739.833333333334,15679,12378,329.756,19,0.8763207687565109
2024-04-22,14306.083333333334,16190,12800,343.346,6,0.8836370187358452
2024-04-23,14577.416666666666,16188,12187,349.858,16,0.9005075776295197
2024-04-24,14692.125,16588,12503,352.611,19,0.885708041958042
2024-04-25,14746.833333333334,16397,13356,353.924,19,0.8993616718505418
2024-04-26,13994.291666666666,15334,12760,335.863,19,0.9126315160210425
2024-04-27,13512.291666666666,14813,11850,324.295,10,0.9121914309502913
2024-04-28,13409.416666666666,15305,11328,321.826,16,0.8761461396057932
2024-04-29,14468.833333333334,16412,11501,347.252,19,0.8816008611585019
2024-04-30,14680.166666666666,16200,12116,352.324,19,0.9061831275720165
2024-05-01,14092.375,15680,12318,338.217,19,0.8987484056122449
2024-05-02,13925.25,15551,11939,334.206,19,0.8954568838016848
2024-05-03,14068.083333333334,15724,11616,337.634,19,0.8946885864495888
2024-05-04,13038.916666666666,14721,11496,312.934,17,0.8857357969340851
2024-05-05,13388.0,15185,11158,321.312,19,0.8816595324333224
2024-05-06,13972.208333333334,15838,11703,335.333,19,0.8821952477164625
2024-05-07,14000.166666666666,15695,11900,336.004,19,0.892014441966656
2024-05-08,14213.208333333334,15921,11758,341.117,19,0.8927333919561167
2024-05-09,14185.375,15724,12008,340.449,19,0.9021479903332486
2024-05-10,13983.708333333334,15394,11852,335.609,20,0.9083869256420251
2024-05-11,13105.375,14539,11411,314.529,16,0.9013945250705
2024-05-12,12893.291666666666,14615,11383,309.439,20,0.882195803398335
2024-05-13,14142.083333333334,15980,11224,339.41,19,0.8849864413850647
2024-05-14,14646.333333333334,16278,12142,351.512,16,0.8997624605807429
2024-05-15,14452.166666666666,16339,11975,346.852,19,0.8845196564457228
2024-05-16,14679.875,16595,12284,352.317,18,0.8845962639349202
2024-05-17,14744.166666666666,16340,12230,353.86,19,0.9023357813137495
2024-05-18,13825.333333333334,15593,11917,331.808,18,0.886637166249813
2024-05-19,13799.25,16439,11608,331.182,17,0.8394214976580084
2024-05-20,14535.208333333334,17909,11634,348.845,16,0.8116147374690565
2024-05-21,16712.333333333332,20229,12726,401.096,16,0.8261571671033334
2024-05-22,17308.416666666668,20436,13388,415.402,18,0.846957167090755
2024-05-23,16098.458333333334,18582,13172,386.363,18,0.8663469127829799
2024-05-24,15424.75,18224,12531,370.194,16,0.8463976075504829
2024-05-25,14025.958333333334,15777,12102,336.623,18,0.8890130147260781
2024-05-26,13556.458333333334,15720,11488,325.355,17,0.862370122985581
2024-05-27,15076.0,17164,12033,361.824,16,0.8783500349568865
2024-05-28,14759.291666666666,16484,12213,354.223,17,0.895370763568713
2024-05-29,14167.25,16051,12085,340.014,18,0.8826397109214379
2024-05-30,14015.041666666666,16128,11915,336.361,18,0.8689881985780423
2024-05-31,14327.375,16782,12106,343.857,18,0.8537346561792397
2024-06-01,13684.166666666666,16202,11315,328.42,16,0.8445973748096942
2024-06-02,13875.166666666666,16088,11368,333.004,18,0.8624544173711255
2024-06-03,15772.916666666666,18655,12420,378.55,18,0.8455061198963638
2024-06-04,16883.75,20694,12433,405.21,17,0.8158765825843239
2024-06-05,17064.458333333332,20396,13059,409.547,16,0.8366571059684905
2024-06-06,16538.916666666668,18764,13463,396.934,17,0.8814174305407518
2024-06-07,14849.375,16151,12747,356.385,14,0.9194090149216767
2024-06-08,13599.958333333334,15278,11646,326.399,16,0.8901661430379195
2024-06-09,13258.416666666666,14891,11265,318.202,17,0.8903644259396055
2024-06-10,14316.791666666666,15942,11726,343.603,20,0.8980549282816878
2024-06-11,14550.833333333334,16211,12043,349.22,16,0.8975901137087986
2024-06-12,15072.083333333334,17671,12179,361.73,18,0.8529275838002
2024-06-13,16653.583333333332,20297,12308,399.686,17,0.8204948186103036
2024-06-14,16139.708333333334,18079,13319,387.353,17,0.8927323598281616
2024-06-15,14166.0,16553,12135,339.984,18,0.8557965323506314
2024-06-16,14113.333333333334,16857,11591,338.72,18,0.8372387336615847
2024-06-17,17608.333333333332,21648,12400,422.6,18,0.8133930771125892
2024-06-18,19708.458333333332,23097,15040,473.003,15,0.8532908314211081
2024-06-19,20423.958333333332,23852,15832,490.175,16,0.8562786488903795
2024-06-20,19886.541666666668,22486,16187,477.277,15,0.8843965875063002
2024-06-21,18552.208333333332,20942,14843,445.253,16,0.8858852226785089
2024-06-22,16982.916666666668,19535,13863,407.59,12,0.869358416517362
2024-06-23,16280.125,19077,13183,390.723,16,0.8533902081039996
2024-06-24,17113.208333333332,21052,12765,410.717,17,0.8129017828868199
2024-06-25,16658.333333333332,19207,13068,399.8,17,0.8673053227122055
2024-06-26,17213.5,20102,13845,413.124,12,0.85630783006666
2024-06-27,15415.375,17611,12794,369.969,18,0.8753265004826529
2024-06-28,15111.125,16970,12495,362.667,16,0.8904611078373601
2024-06-29,15593.333333333334,18183,12367,374.24,17,0.857577590789932
2024-06-30,13904.208333333334,14576,12727,333.701,16,0.953911109586535
2024-07-01,13660.166666666666,17032,11307,327.844,18,0.8020295130734304
2024-07-02,15558.833333333334,18439,12090,373.412,16,0.84380027839543
2024-07-03,17770.583333333332,21468,12648,426.494,16,0.8277707906341221
2024-07-04,18677.708333333332,21301,14363,448.265,13,0.876846548675336
2024-07-05,18432.5,21360,14605,442.38,12,0.8629447565543071
2024-07-06,17181.083333333332,20055,13585,412.346,17,0.8566982464888223
2024-07-07,17025.291666666668,21088,12961,408.607,17,0.8073450145422357
2024-07-08,18738.708333333332,22026,13988,449.729,18,0.8507540331123823
2024-07-09,19114.666666666668,21836,14919,458.752,16,0.8753740001221225
2024-07-10,17029.875,18523,14663,408.717,15,0.9193907574367003
2024-07-11,17349.291666666668,20579,13307,416.383,18,0.8430580527074526
2024-07-12,18038.666666666668,21172,13865,432.928,16,0.8520057938157315
2024-07-13,17530.541666666668,21223,13599,420.733,17,0.8260161931238122
2024-07-14,17587.041666666668,21095,13202,422.089,18,0.8337066445445209
2024-07-15,18736.083333333332,21637,14997,449.666,17,0.8659279629030519
2024-07-16,18146.041666666668,21102,14608,435.505,18,0.8599204656746596
2024-07-17,17865.125,21011,14274,428.763,16,0.850274856027795
2024-07-18,15933.583333333334,18140,13168,382.406,18,0.8783673281881661
2024-07-19,16134.916666666666,19289,12818,387.238,17,0.8364827967580831
2024-07-20,15976.833333333334,19363,12555,383.444,17,0.8251217958649658
2024-07-21,16402.0,20344,12694,393.648,17,0.8062327959103421
2024-07-22,17741.083333333332,21291,13255,425.786,16,0.8332667950464202
2024-07-23,18294.125,21748,14057,439.059,17,0.8411865458892772
2024-07-24,17783.666666666668,20340,14016,426.808,17,0.8743198951163553
2024-07-25,16522.875,19413,13320,396.549,17,0.8511242466388502
2024-07-26,16698.75,20346,12877,400.77,17,0.8207387201415511
2024-07-27,16455.041666666668,20360,12892,394.921,17,0.808204404060249
2024-07-28,17318.791666666668,21912,12895,415.651,17,0.7903793203115492
2024-07-29,19109.958333333332,22245,14509,458.639,16,0.859067580729752
2024-07-30,19723.625,22371,15559,473.367,18,0.8816604085646597
2024-07-31,20235.083333333332,23356,15791,485.642,16,0.8663762345150425
2024-08-01,20224.916666666668,23179,15839,485.398,16,0.8725534607475157
2024-08-02,19830.25,22103,16417,475.926,17,0.8971745916843867
2024-08-03,18582.458333333332,21899,15260,445.979,16,0.8485528258520175
2024-08-04,17588.041666666668,21417,13788,422.113,17,0.8212187358951613
2024-08-05,17204.583333333332,20270,14030,412.91,16,0.8487707613879295
2024-08-06,16208.583333333334,17854,13701,389.006,16,0.9078404465852657
2024-08-07,16076.583333333334,19574,12574,385.838,17,0.8213233541091925
2024-08-08,17220.583333333332,20282,13259,413.294,16,0.8490574565295993
2024-08-09,17777.416666666668,20658,14338,426.658,16,0.8605584599993547
2024-08-10,14738.75,16429,12639,353.73,16,0.8971179012721407
2024-08-11,14324.958333333334,16649,11969,343.799,18,0.8604095341061525
2024-08-12,15925.541666666666,18972,12440,382.213,18,0.8394234485909059
2024-08-13,17012.708333333332,20509,13400,408.305,17,0.8295240301006062
2024-08-14,17724.125,21791,13581,425.379,16,0.8133690514432564
2024-08-15,18252.416666666668,21975,13887,438.058,16,0.8305991657186197
2024-08-16,17933.708333333332,20493,14225,430.409,16,0.8751138600172416
2024-08-17,17080.416666666668,19607,14078,409.93,17,0.8711387089644855
2024-08-18,16565.25,19318,13665,397.566,16,0.8575033647375505
2024-08-19,15165.041666666666,16595,13089,363.961,17,0.913831977503264
2024-08-20,14563.208333333334,16576,12259,349.517,19,0.8785719313063064
2024-08-21,14888.833333333334,17096,12345,357.332,19,0.8708957260957729
2024-08-22,15395.541666666666,18050,12395,369.493,17,0.852938596491228
2024-08-23,15904.291666666666,18778,12542,381.703,16,0.8469640891823765
2024-08-24,15650.416666666666,18700,12729,375.61,17,0.8369206773618538
2024-08-25,16660.166666666668,20699,12818,399.844,17,0.8048778523922251
2024-08-26,18707.666666666668,22466,13818,448.984,16,0.8327101694412298
2024-08-27,19413.833333333332,22750,14762,465.932,16,0.8533553113553113
2024-08-28,18139.625,20179,15032,435.351,12,0.8989357748154021
2024-08-29,16431.083333333332,18882,13774,394.346,17,0.8701982487730818
2024-08-30,17315.458333333332,21313,13120,415.571,16,0.8124364628786812
2024-08-31,16956.958333333332,19968,14097,406.967,16,0.8492066473023504
2024-09-01,15173.375,17171,12909,364.161,16,0.8836628618018753
2024-09-02,13551.875,16182,12020,325.245,18,0.837466011617847
2024-09-03,15066.833333333334,17842,12059,361.604,18,0.8444587677016777
2024-09-04,15723.458333333334,18815,12405,377.363,17,0.8356873948091063
2024-09-05,16326.208333333334,19900,12866,391.829,16,0.8204124790619766
2024-09-06,16185.166666666666,18005,13437,388.444,12,0.8989262241969823
2024-09-07,13975.625,15284,12455,335.415,19,0.9143957733577598
2024-09-08,13338.666666666666,15567,11502,320.128,18,0.8568553135907153
2024-09-09,14991.875,17200,11842,359.805,18,0.8716206395348837
2024-09-10,15172.791666666666,17734,12660,364.147,17,0.8555763881057102
2024-09-11,15610.958333333334,18522,12468,374.663,16,0.8428332973401
2024-09-12,16338.875,19583,12945,392.133,16,0.8343397334422713
2024-09-13,16660.208333333332,20056,13071,399.845,16,0.8306845000664804
2024-09-14,15873.5,19288,12964,380.964,16,0.8229728328494401
2024-09-15,16256.625,20388,12717,390.159,16,0.7973624190700412
2024-09-16,17461.291666666668,21546,13259,419.071,16,0.8104191806677188
2024-09-17,16971.833333333332,20361,13492,407.324,16,0.8335461585056398
2024-09-18,16678.5,20180,13053,400.284,16,0.8264866204162538
2024-09-19,16996.291666666668,20886,13228,407.911,16,0.8137648025790801
2024-09-20,16628.291666666668,19743,13218,399.079,16,0.8422373330631955
2024-09-21,15973.583333333334,18924,13222,383.366,16,0.8440912773902628
2024-09-22,15377.958333333334,18291,12509,369.071,16,0.8407390702166821
2024-09-23,16181.625,18073,13198,388.359,18,0.8953480329773695
2024-09-24,15725.958333333334,17622,12862,377.423,16,0.8924048537812583
2024-09-25,15815.375,18211,12606,379.569,16,0.8684517599253199
2024-09-26,15667.5,18374,12855,376.02,16,0.8526994666376402
2024-09-27,14891.083333333334,16926,12210,357.386,16,0.8797756902595613
2024-09-28,14414.166666666666,16487,12035,345.94,18,0.8742746810618467
2024-09-29,14764.458333333334,17674,11952,354.347,17,0.8353772962166648
2024-09-30,15551.958333333334,18532,12418,373.247,16,0.8391948161738255
2024-10-01,15813.083333333334,17998,12921,379.514,16,0.8786022521020854
2024-10-02,14847.625,16899,12438,356.343,18,0.8786096810462157
2024-10-03,14919.708333333334,17103,12422,358.073,18,0.8723445204545012
2024-10-04,14911.958333333334,16507,12563,357.887,16,0.9033718018618364
2024-10-05,13587.75,15519,12108,326.106,18,0.8755557703460275
2024-10-06,13825.375,16427,11685,331.809,17,0.8416250684848116
2024-10-07,14587.333333333334,16850,12069,350.096,18,0.8657171117705242
2024-10-08,14836.5,17083,12392,356.076,18,0.8684949950242932
2024-10-09,14791.791666666666,17041,12712,355.003,18,0.8680119515677874
2024-10-10,15028.0,17116,12840,360.672,18,0.8780088805795747
2024-10-11,14830.708333333334,16335,12737,355.937,18,0.9079099071523314
2024-10-12,13793.0,15530,12387,331.032,18,0.8881519639407598
2024-10-13,14022.875,15424,12167,336.549,10,0.90915942686722
2024-10-14,13911.25,15869,12086,333.87,18,0.8766305375259941
2024-10-15,15097.625,17147,12498,362.343,18,0.880482008514609
2024-10-16,15252.083333333334,17191,13041,366.05,18,0.8872132705097628
2024-10-17,15075.375,16931,13381,361.809,6,0.8904007441970351
2024-10-18,14803.75,16462,12997,355.29,18,0.8992680111772567
2024-10-19,13834.041666666666,15644,12340,332.017,17,0.8843033537884598
2024-10-20,13455.625,15564,12016,322.935,18,0.8645351452068877
2024-10-21,14843.333333333334,17199,12067,356.24,16,0.8630346725584821
2024-10-22,14920.75,17193,12410,358.098,16,0.8678386552666782
2024-10-23,14972.833333333334,16601,12262,359.348,16,0.9019235789008695
2024-10-24,15041.75,17095,12745,361.002,18,0.8798917812225797
2024-10-25,15364.083333333334,16898,13067,368.738,16,0.9092249575886693
2024-10-26,14295.5,16308,12765,343.092,18,0.8765943095413294
2024-10-27,14526.333333333334,16987,12847,348.632,17,0.855144129824768
2024-10-28,15429.708333333334,17670,12953,370.313,17,0.8732149594416149
2024-10-29,15690.583333333334,17456,13101,376.574,16,0.8988647647418271
2024-10-30,14859.916666666666,16772,12544,356.638,17,0.8859955083869941
2024-10-31,15047.083333333334,16991,12397,361.13,16,0.8855913915210013
2024-11-01,15075.0,16818,12409,361.8,17,0.8963610417409918
2024-11-02,14650.083333333334,16416,13158,351.602,17,0.8924271036387265
2024-11-03,14371.375,16933,12896,344.913,17,0.8487199551172268
2024-11-04,15579.625,17690,12650,373.911,17,0.8807023742227247
2024-11-05,14932.083333333334,17175,12501,358.37,17,0.8694080543425522
2024-11-06,15089.75,17253,12230,362.154,17,0.8746160088100621
2024-11-07,14890.583333333334,17232,12683,357.374,17,0.8641239167440421
2024-11-08,15018.166666666666,17289,12655,360.436,17,0.8686544430948386
2024-11-09,14548.25,16954,13072,349.158,17,0.8581013330187567
2024-11-10,14823.25,17144,12798,355.758,17,0.8646319412039197
2024-11-11,15420.916666666666,17719,12411,370.102,17,0.8703040051169177
2024-11-12,15778.375,18240,13302,378.681,17,0.8650424890350877
2024-11-13,15917.541666666666,18293,13974,382.021,17,0.8701438619508373
2024-11-14,16396.916666666668,18447,13719,393.526,17,0.8888663016569994
2024-11-15,16065.75,17972,13679,385.578,17,0.8939322279100823
2024-11-16,14995.583333333334,17224,13072,359.894,17,0.8706214197244155
2024-11-17,14959.833333333334,17492,13071,359.036,17,0.8552385852580228
2024-11-18,15531.541666666666,18186,12833,372.757,17,0.8540383628432127
2024-11-19,15822.333333333334,18382,13113,379.736,17,0.8607514597613608
2024-11-20,15852.125,17788,13080,380.451,17,0.8911696087249832
2024-11-21,16327.25,18626,13462,391.854,17,0.876583807580801
2024-11-22,16026.458333333334,17926,13463,384.635,17,0.8940342705195433
2024-11-23,15317.541666666666,17485,13458,367.621,17,0.8760389857973501
2024-11-24,15515.625,18181,13381,372.375,17,0.8533977779000055
2024-11-25,16682.833333333332,19260,13800,400.388,17,0.8661907234337141
2024-11-26,16288.958333333334,18481,13741,390.935,17,0.8813894450156017
2024-11-27,16492.375,19213,14011,395.817,17,0.8583966585124655
2024-11-28,16885.333333333332,19077,14146,405.248,17,0.8851147105589627
2024-11-29,16895.416666666668,19181,14429,405.49,17,0.8808412839094243
2024-11-30,16542.958333333332,18919,14367,397.031,17,0.8744097644343428
2024-12-01,16648.291666666668,19406,14324,399.559,17,0.8578940362087327
2024-12-02,17604.583333333332,20161,14735,422.51,17,0.873199907412
2024-12-03,17378.458333333332,20080,14742,417.083,17,0.865461072377158
2024-12-04,17822.875,20074,14693,427.749,17,0.8878586729102321
2024-12-05,17889.0,20239,15077,429.336,17,0.8838875438509808
2024-12-06,18352.625,20595,15650,440.463,17,0.8911204175770818
2024-12-07,17356.041666666668,19251,15402,416.545,17,0.9015657195297214
2024-12-08,16395.583333333332,19273,14127,393.494,17,0.850702191321192
2024-12-09,17867.083333333332,20604,14325,428.81,17,0.8671657606937164
2024-12-10,17378.0,19773,14695,417.072,17,0.8788752339048197
2024-12-11,17325.333333333332,19744,14309,415.808,17,0.8774986493787141
2024-12-12,18170.833333333332,20929,15054,436.1,17,0.8682131651456512
2024-12-13,18503.75,20881,16311,444.09,17,0.8861524831186246
2024-12-14,17476.708333333332,19577,15995,419.441,17,0.8927163678466227
2024-12-15,17266.875,19951,15151,414.405,17,0.8654641371359831
2024-12-16,17362.416666666668,19653,14682,416.698,17,0.8834486677182449
2024-12-17,17033.041666666668,19541,13838,408.793,17,0.8716566023574366
2024-12-18,17497.625,19768,14478,419.943,17,0.8851489781464994
2024-12-19,17920.25,20483,15023,430.086,17,0.8748840501879608
2024-12-20,18219.666666666668,20319,15407,437.272,17,0.8966812671227259
2024-12-21,18034.458333333332,20372,15666,432.827,17,0.8852571339747365
2024-12-22,18391.666666666668,20795,16707,441.4,17,0.8844273463172238
2024-12-23,18234.708333333332,20492,15811,437.633,17,0.8898452241525148
2024-12-24,16943.416666666668,18541,14941,406.642,10,0.9138351041835213
2024-12-25,16165.583333333334,17773,14378,387.974,16,0.9095585063485813
2024-12-26,16000.916666666666,17831,13979,384.022,17,0.8973650758043108
2024-12-27,16186.0,18340,13952,388.464,17,0.8825517993456925
2024-12-28,15572.458333333334,17102,13962,373.739,17,0.910563579308463
2024-12-29,15456.458333333334,17829,13394,370.955,17,0.8669279451081572
2024-12-30,15605.875,17891,13032,374.541,17,0.8722751662847241
2024-12-31,15539.541666666666,17648,13755,372.949,17,0.8805270663342399
2025-01-01,15330.791666666666,17519,13593,367.939,17,0.8750951348060201
2025-01-02,16812.875,19450,13903,403.509,17,0.8644151670951157
2025-01-03,17533.166666666668,19616,15284,420.796,17,0.893819671016857
2025-01-04,17514.041666666668,19983,15433,420.337,17,0.87644706333717
2025-01-05,17665.125,20626,15397,423.963,17,0.8564493842722777
2025-01-06,18825.25,21159,15875,451.806,17,0.8897041448083558
2025-01-07,18650.541666666668,21339,16060,447.613,17,0.8740119811924958
2025-01-08,19047.75,21534,16423,457.146,17,0.884543048202842
2025-01-09,18918.125,21232,16713,454.035,17,0.8910194517709118
2025-01-10,18856.083333333332,20755,16670,452.546,17,0.90850799004256
2025-01-11,17672.375,19380,16044,424.137,17,0.9118872549019608
2025-01-12,17100.625,19509,15223,410.415,17,0.8765505664052489
2025-01-13,18042.541666666668,20376,14929,433.021,17,0.8854800582384506
2025-01-14,18603.083333333332,20685,15695,446.474,17,0.8993513818386915
2025-01-15,18736.541666666668,20834,16081,449.677,17,0.8993252215929091
2025-01-16,18778.875,21037,15882,450.693,17,0.8926593620763417
2025-01-17,17806.083333333332,19632,15744,427.346,17,0.9069928348274925
2025-01-18,17144.916666666668,19341,14524,411.478,18,0.8864545094186789
2025-01-19,18024.75,20828,15803,432.594,17,0.86540954484348
2025-01-20,19369.083333333332,21701,16590,464.858,18,0.8925433543769103
2025-01-21,19595.25,21602,17399,470.286,17,0.907103508934358
2025-01-22,19914.958333333332,21940,17706,477.959,17,0.9077009267699787
2025-01-23,19419.791666666668,21064,17191,466.075,18,0.9219422553487784
2025-01-24,19188.375,21117,16782,460.521,17,0.9086695553345646
2025-01-25,17890.333333333332,19600,16251,429.368,17,0.9127721088435373
2025-01-26,16976.375,19837,15063,407.433,18,0.8557934667540454
2025-01-27,17806.791666666668,20384,15259,427.363,18,0.8735670951072737
2025-01-28,18549.25,20957,15831,445.182,17,0.8851099871164766
2025-01-29,18405.458333333332,20862,15577,441.731,18,0.8822480267152397
2025-01-30,18821.25,20333,16934,451.71,17,0.9256504204986967
2025-01-31,18142.541666666668,19617,15805,435.421,17,0.9248377257820598
2025-02-01,18119.291666666668,20377,16135,434.863,18,0.8892031048077081
2025-02-02,18299.958333333332,20650,16214,439.199,17,0.8861965294592412
2025-02-03,18624.291666666668,20176,16031,446.983,11,0.923091379196405
2025-02-04,18462.083333333332,20761,15709,443.09,18,0.8892675368880754
2025-02-05,18893.25,20829,16682,453.438,18,0.9070646694512459
2025-02-06,18950.541666666668,20664,16445,454.813,10,0.9170800264550265
2025-02-07,18353.875,20480,16042,440.493,18,0.896185302734375
2025-02-08,17844.125,19589,16034,428.259,18,0.9109257746694573
2025-02-09,17540.541666666668,19986,15606,420.973,18,0.8776414323359686
2025-02-10,18516.541666666668,20923,15875,444.397,18,0.8849850244547468
2025-02-11,18483.125,20513,16032,443.595,18,0.9010444596109785
2025-02-12,18917.958333333332,21036,16534,454.031,18,0.8993134784813336
2025-02-13,18647.541666666668,20207,16720,447.541,18,0.922825835931443
